time,open,high,low,close,volume
2026-04-16 23:30:00,4794.518,4796.149,4792.273,4795.67,924
2026-04-16 23:45:00,4795.532,4796.646,4791.568,4791.644,1227
2026-04-17 00:00:00,4791.552,4791.71,4785.775,4789.931,2032
2026-04-17 00:15:00,4789.91,4793.057,4787.578,4792.844,1660
2026-04-17 00:30:00,4793.03,4798.678,4792.351,4798.678,1747
2026-04-17 00:45:00,4798.76,4801.195,4794.009,4794.883,1546
2026-04-17 01:00:00,4794.945,4795.532,4769.007,4778.821,5123
2026-04-17 01:15:00,4778.616,4784.926,4767.422,4768.826,3886
2026-04-17 01:30:00,4768.807,4777.716,4767.684,4777.58,3541
2026-04-17 01:45:00,4777.596,4791.435,4775.23,4789.244,2696
2026-04-17 02:00:00,4789.24,4794.432,4788.191,4791.317,2176
2026-04-17 02:15:00,4791.254,4792.056,4788.215,4789.115,1418
2026-04-17 02:30:00,4789.029,4794.77,4788.574,4791.627,1892
2026-04-17 02:45:00,4791.619,4793.262,4784.476,4784.664,1703
2026-04-17 03:00:00,4784.721,4797.508,4784.721,4795.922,2534
2026-04-17 03:15:00,4795.666,4798.234,4792.896,4794.185,1979
2026-04-17 03:30:00,4793.932,4794.995,4792.032,4794.367,1247
2026-04-17 03:45:00,4794.338,4796.68,4792.897,4793.397,1077
2026-04-17 04:00:00,4793.291,4796.163,4792.541,4795.164,1236
2026-04-17 04:15:00,4795.186,4796.131,4793.599,4795.764,1070
2026-04-17 04:30:00,4795.771,4801.401,4795.178,4800.791,1124
2026-04-17 04:45:00,4800.796,4804.568,4798.43,4802.802,1234
2026-04-17 05:00:00,4802.813,4806.291,4799.749,4804.815,1817
2026-04-17 05:15:00,4804.755,4805.128,4801.446,4803.334,1322
2026-04-17 05:30:00,4803.449,4805.085,4795.445,4796.466,2702
2026-04-17 05:45:00,4796.491,4800.461,4793.611,4794.256,2526
2026-04-17 06:00:00,4794.35,4795.277,4786.804,4787.757,2926
2026-04-17 06:15:00,4787.795,4789.881,4783.032,4783.901,2300
2026-04-17 06:30:00,4783.877,4786.806,4779.128,4785.515,2464
2026-04-17 06:45:00,4785.546,4787.169,4783.766,4785.019,1666
2026-04-17 07:00:00,4785.121,4791.006,4784.161,4787.275,1944
2026-04-17 07:15:00,4787.339,4792.801,4784.548,4791.478,1798
2026-04-17 07:30:00,4791.481,4794.713,4782.182,4786.126,2050
2026-04-17 07:45:00,4785.785,4786.118,4778.656,4784.453,2124
2026-04-17 08:00:00,4784.439,4790.843,4780.899,4783.667,2264
2026-04-17 08:15:00,4783.451,4787.125,4782.624,4784.485,1609
2026-04-17 08:30:00,4784.493,4796.593,4784.29,4796.593,1836
2026-04-17 08:45:00,4796.58,4796.708,4790.898,4795.737,1794
2026-04-17 09:00:00,4795.678,4801.006,4792.745,4793.127,1851
2026-04-17 09:15:00,4793.185,4798.229,4791.99,4795.98,1647
2026-04-17 09:30:00,4795.674,4798.897,4793.955,4794.518,1742
2026-04-17 09:45:00,4794.384,4795.011,4789.873,4790.433,1593
2026-04-17 10:00:00,4790.491,4792.107,4787.065,4791.271,1623
2026-04-17 10:15:00,4791.35,4793.917,4788.753,4789.642,1422
2026-04-17 10:30:00,4789.65,4789.888,4782.307,4785.019,1613
2026-04-17 10:45:00,4785.04,4788.068,4782.15,4787.196,1803
2026-04-17 11:00:00,4787.256,4789.555,4783.356,4786.318,1571
2026-04-17 11:15:00,4786.243,4793.211,4784.556,4792.678,1517
2026-04-17 11:30:00,4792.899,4798.46,4789.663,4798.398,1586
2026-04-17 11:45:00,4798.456,4811.712,4798.456,4799.193,3342
2026-04-17 12:00:00,4799.258,4805.458,4797.435,4803.761,2225
2026-04-17 12:15:00,4803.69,4819.336,4802.948,4816.832,4176
2026-04-17 12:30:00,4816.705,4825.003,4815.338,4823.103,4161
2026-04-17 12:45:00,4823.168,4847.749,4821.552,4846.404,11893
2026-04-17 13:00:00,4846.111,4889.686,4834.695,4882.955,12119
2026-04-17 13:15:00,4883.136,4883.622,4850.22,4851.576,11122
2026-04-17 13:30:00,4851.494,4873.601,4848.093,4864.185,11061
2026-04-17 13:45:00,4864.263,4882.107,4851.851,4879.993,10174
2026-04-17 14:00:00,4880.05,4885.532,4860.686,4866.902,7323
2026-04-17 14:15:00,4867.119,4880.441,4865.445,4871.543,5466
2026-04-17 14:30:00,4871.603,4883.039,4869.35,4877.371,5301
2026-04-17 14:45:00,4877.435,4881.062,4869.7,4873.221,4767
2026-04-17 15:00:00,4873.288,4880.528,4862.503,4867.553,6464
2026-04-17 15:15:00,4867.718,4874.342,4862.996,4865.946,5115
2026-04-17 15:30:00,4866.005,4873.944,4854.683,4858.741,4650
2026-04-17 15:45:00,4858.912,4871.66,4857.89,4867.484,3930
2026-04-17 16:00:00,4867.415,4873.356,4863.672,4871.295,3066
2026-04-17 16:15:00,4871.353,4873.494,4867.402,4867.75,2436
2026-04-17 16:30:00,4867.847,4872.753,4867.459,4868.431,2300
2026-04-17 16:45:00,4868.504,4868.93,4864.797,4866.875,1988
2026-04-17 17:00:00,4866.944,4869.652,4857.558,4862.499,3891
2026-04-17 17:15:00,4862.564,4864.968,4853.723,4858.313,4744
2026-04-17 17:30:00,4858.379,4863.094,4854.185,4855.163,2993
2026-04-17 17:45:00,4855.103,4863.078,4854.787,4862.59,1916
2026-04-17 18:00:00,4862.409,4866.347,4860.379,4861.029,2137
2026-04-17 18:15:00,4861.149,4868.032,4858.873,4860.844,2300
2026-04-17 18:30:00,4860.814,4866.541,4860.398,4862.114,2114
2026-04-17 18:45:00,4862.042,4862.959,4855.942,4858.295,2300
2026-04-17 19:00:00,4858.353,4858.933,4853.865,4856.346,1985
2026-04-17 19:15:00,4856.311,4858.052,4854.277,4856.93,1707
2026-04-17 19:30:00,4856.648,4861.294,4855.761,4860.073,2366
2026-04-17 19:45:00,4860.012,4860.138,4852.699,4854.512,2715
2026-04-17 20:00:00,4854.649,4855.164,4844.541,4846.098,2484
