time,open,high,low,close,volume
2026-04-17 00:00:00,1.17805,1.17848,1.17729,1.17828,4028
2026-04-17 04:00:00,1.17828,1.17842,1.17716,1.17819,5591
2026-04-17 08:00:00,1.17821,1.17992,1.17803,1.17931,6001
2026-04-17 12:00:00,1.17932,1.18486,1.1793,1.18005,24431
2026-04-17 16:00:00,1.18003,1.18044,1.17665,1.17689,10522
2026-04-17 20:00:00,1.17688,1.17715,1.17601,1.17637,1579
2026-04-19 20:00:00,1.17391,1.17452,1.17282,1.17386,4167
2026-04-20 00:00:00,1.17388,1.17621,1.17366,1.17598,5855
2026-04-20 04:00:00,1.17597,1.17716,1.17469,1.17588,8327
2026-04-20 08:00:00,1.17586,1.1775,1.1755,1.17666,8112
2026-04-20 12:00:00,1.17666,1.1789100000000001,1.17555,1.1783299999999999,14467
2026-04-20 16:00:00,1.17837,1.17898,1.17783,1.1785700000000001,6552
2026-04-20 20:00:00,1.17855,1.17907,1.17828,1.17836,2550
2026-04-21 00:00:00,1.17837,1.1786,1.1773,1.17751,4383
2026-04-21 04:00:00,1.17751,1.17818,1.17632,1.1764000000000001,5777
2026-04-21 08:00:00,1.17639,1.17682,1.17557,1.17668,7305
2026-04-21 12:00:00,1.1767,1.17758,1.17409,1.17509,12271
2026-04-21 16:00:00,1.17511,1.17633,1.17185,1.17254,16411
2026-04-21 20:00:00,1.17254,1.17531,1.1723,1.17438,7066
2026-04-22 00:00:00,1.17436,1.1751,1.17372,1.17381,4893
2026-04-22 04:00:00,1.17381,1.17621,1.17379,1.1755,6981
2026-04-22 08:00:00,1.1755,1.17587,1.17318,1.17343,7529
2026-04-22 12:00:00,1.17342,1.17429,1.17122,1.17131,12293
2026-04-22 16:00:00,1.17133,1.17167,1.17046,1.17055,6048
2026-04-22 20:00:00,1.17054,1.17088,1.17021,1.17053,2290
2026-04-23 00:00:00,1.17055,1.17132,1.1692,1.16953,8915
2026-04-23 04:00:00,1.16954,1.17115,1.1694499999999999,1.17018,6233
2026-04-23 08:00:00,1.17019,1.17048,1.16788,1.16905,8367
2026-04-23 12:00:00,1.16903,1.17161,1.16828,1.17033,13676
2026-04-23 16:00:00,1.17031,1.17053,1.16687,1.16862,15571
2026-04-23 20:00:00,1.16862,1.16865,1.1674,1.16833,2867
2026-04-24 00:00:00,1.16835,1.16891,1.1672500000000001,1.16776,5032
2026-04-24 04:00:00,1.16776,1.1693500000000001,1.16757,1.16906,5357
2026-04-24 08:00:00,1.16903,1.17183,1.16837,1.17139,9819
2026-04-24 12:00:00,1.17141,1.17199,1.16982,1.17171,14088
2026-04-24 16:00:00,1.17172,1.17209,1.17107,1.17181,7083
2026-04-24 20:00:00,1.17179,1.17225,1.17153,1.17178,1108
2026-04-26 20:00:00,1.16965,1.17095,1.16958,1.17052,1690
